,0
672,شاہ رخ خان کی تقریر کے کام آتی رہتی ہیں آپ کی بالکل فکر نہ کریں میں آپ کے ساتھ بغیرت یاسین کا پہنچا دوں گا پھر وہاں سے
673,نکلنے والے دشمنوں کو بالکل نہ چھیڑا جائے میں انہیں ایسے چک کرتی رہوں گی کہ وہ مجھ سے زیادہ سے زیادہ دلچسپی لیں گے اور تجسس میں مبتلا گی
674,کی چلی گئی تھی نہ ان کو ہراساں کر رکھا ہے ان کا خیال ہے کہ میں اپنی جانب سے اب تک پہنچ جاؤں گا آپ اور بچوں کو بھارت کے حوالے کردوں گا ایک بڑے مزے کی
675,ناتے رسول 33 پی لیتے ہوئے پوچھا وہ کیا ایک طرف تنظیم والے حکام مجھ سے خفیہ معاہدہ کرنا چاہتے ہیں کہ میں آپ کو اور بچوں کو
676,وہ اپنے آپ کو بلاک شروع کیا ہے اس کا نام سن کر میں چونک کیا زندگی میری سوچ کے مطابق پوچھا بلیک شروع کیا ہے
677,دنیا کے تمام ممالک میں میرے لئے ایک ایئرکنڈیشنڈ بنگلہ ائیرکنڈیشن کار اور بھاری بیلنس دینا چاہتا ہے اس کے علاوہ دنیا کے خطرناک ترین قاتل اور بدمعاش
678,کے لہذا ان کی ساری توجہ میری طرف ہو گئی اس دوران میں تمام جماعتیں کو جیل سے نکال کر اپنے آگے تک لے جا سکیں گے میں آپ کی
679,آ جاتا ہے بھابھی کیا آپ مجھ پر بھروسہ کریں گی جس نے اس کی بات کاٹ کر کہا اب زبان سے نہ بولیں میں آپ کی سوچ کے ذریعے آپ کی سچائی کو سن رہی ہو
680,سمجھ رہی ہو میں آپ پر آنکھیں بند کرکے بھروسا کر سکتی ہوں لیکن جانے کیوں میرا دل گھبراتا ہے ماں کا دل کمزور ہوتا ہے اس لئے کہا
681,وہ مردوں کو بلایا اور کہنے لگا مجھے چند چیزوں کی ضرورت ہے اور فون بھی آیا کرو سب سے پہلے چار عدد سوٹ کے استاد ہیں ان میں سے ہر 221
682,رنگ کی ایک ہوگا سائز بھی ایک ہی ہوگا دونوں صورتوں میں دو بچوں کو رکھ کر یہاں سے لے جایا جائے گا یہ سنتے ہی زندگی گی اور پڑھیں
683,بچے کے سانس لیتی رہیں گے ہم اس منصوبے کے ذریعے یہ مادہ پرستی اور اقلیتی امور کے دونوں صاحبزادوں کو یہاں سے تین کو پہنچا دیں گے ایک مرد نے کہا
684,جناب آپ کا حکم سر آنکھوں پر لیکن وہ 25 کے اندر سانس تو لیتے رہیں گے لیکن خاموش نہیں رہیں گے ان کے ہاتھ پاؤں حرکت کرتے رہیں گے
685,رونا شروع کیا تو ہم کیا کر سکتے ہیں دونوں ماتحت سوچنے لگے چند سیکنڈ کے بعد ایک نئی فورا ٹینشن ہو کر کہا گیا
686,بچوں کے سوٹ کیس میں گیس سلنڈر وغیرہ کے ساتھ بند کرنے سے پہلے دودھ پلایا جائے گا کبھی کبھی بچوں کو تھوڑی سی مہلت دی جائے گی تاکہ وہ سکون سے سوتے رہے ہیں
687,10 گھنٹے کی آکسیجن محفوظ رہ سکے دونوں متحد چلے گئے عزت لینے صوتی کو مخاطب کیا بات ہے یہاں سے 12 بجے نکلیں گے
688,روانہ ہوگی کہ آپ اپنے ذرائع استعمال کرکے اس میسی ٹریکٹر کروا سکتی ہیں اکثر استعمال کر چکی ہوں اس بارے میں تین عورتوں کی سی تیز ہوتے ہیں
689,خدا نہ کرے کوئی خرابی پیدا ہوگئی تو میرے بچوں کا کیا ہوگا آپ کا نام رکھیں میں دونوں صورتوں میں چوبیس اور چہرے پر ماسک کو اس پر تبصرہ
690,گا کہ دونوں بچے آرام سے سفر کرتے ہوئے طیارے میں پہنچ جائیں گے یہ کسی ٹیکنیکل خرابی کی بات تو ہم ٹیکنیکل لوگ ہیں
691,وہ ٹین اسپورٹس لائیو گے جنہیں عام طور پر اپنے ساتھ تیاری میں لے جاتی ہیں وہ چیز جس میں شمار نہیں ہوتی آپ کے ہاتھ میں انگوٹھی ہوگی
692,دوسری آئی ڈی جی آپ کے ساتھ یہ مظفر کے ہاتھ میں ہو گی جب آپ ان دونوں بچوں کے لے کر تیاری میں پہنچے گی تو آپ لوگوں کو پتہ چلے گا
693,وہاں آپ کو بھی جانے کی اجازت نہیں ہوگی ہم انہیں اندر لے جائیں گے جب باہر لے کر آئیں گے تو الٹا چشمہ 25 سو گے
694,بدل جائیں گی جو کہ ایکسائز کی ایک رن کی اس لئے کسی کو جوابدہ نہیں ہوگا اس رپورٹ کا چیف آفیسر خود ایسا کر رہا ہے یہ وہ سچ ہے
695,پر عمل کرتے رہنا اور انتقال پر ختم کرنے کے بعد اس نے پوچھا میں ملک کیا طریقہ بتاؤں گی میں تمہاری اتنی گہری چال نہیں چل سکتی
696,اور نہ ان لوگوں کی کیا مجال کے قانون کے محافظوں کے تعاون کے بغیر اپنا کام کر گزرے
697,آپ کی بات درست ہے لیکن اس وقت آپ
698,اوپر سے گرتے رہتے ہیں اور اشاعت کرتے رہتے ہیں بھارتی سرکاری اور سرکار کو کیا حق پہنچتا ہے کہ وہ آپ کو اپنی سرحدوں تک محدود رکھے
699,اقوال آزاد ہیں اور آپ کی آزادی کا حق میں دعا مانگا آپ نے فرمایا تھا کہ دوپہر کے فلیٹ سے تین عورتوں کے لیے سیٹیزن کرائی گئی ہیں
700,گہری چال یہ ہے کہ جب تم جس میں کل کے پاس پہنچ جاؤں گی تو مجھ سے یوں ہی دماغ رابطہ قائم کرتی رہوں گی میں تمہیں بتاؤں گی کہ جو میں کہاں ہوں
701,آپ اپنی خاطر ہی اپنے شوہر کی ہونے والی دلہن کا ذکر کر رہی ہیں بلکہ اس کے ساتھ سفر کرنے والی ہے میری زندگی کے مالک میں اچھا نہیں لگا
702,اس نے نظریں جھکا لی تھی پھر عزت علی کو مخاطب کرتے ہوئے کہا بھائی صاحب تیمور کے ساتھ رہ کر فراخدلی آ ہی جاتی ہے
703,کیوں کہ آپ ہمارے اپنے ہیں ہم آپ سے کوئی بات چھپانا نہیں چاہتے اس لئے ایک بہت بڑا انکشاف کر رہی ہوں کہ آپ سے ملنا چاہیں گے
704,جس کے بغیر ذکر ادھورا رہ جاتا ہے وہ دنیا کی واحد عورت ہے جس کے پندرہ سالوں سے خطرناک تنظیم میں پناہ ملتی ہیں اس دن شدید حیرانی سے پوچھا
705,اسے برا بھلا کہا تھا اسے معافی مانگنا چاہتا ہے لیکن یہ بات آڑے آتی ہے کہ جب بول کے چیف آفیسر آنا میرا جیسی بنا مگر سے کیسے ملاقات کر سکتا ہے
706,لوگ کیا کہیں گے مصلحت کا تقاضا یہ تھا کہ وہ اپنے جذبات ہو کے سونیا سے خواہ کتنی ہی عقیدت اور محبت سہی اس جذبے کو سینے کے اندر
707,شانی کی بات ہو تو میرے پاس چلی آنا آؤ گی تمہیں بار کہتے ہو میں ہزار بار ہوگی میں اس کے دماغ سے واپس آنا چاہتا تھا پھر اس نے کہا
708,اور ایک اہم بات تو رہتی ہے میں حضرت علی سے بات کرتی ہوں ذرا سن لو عزت علی کے پاس پہنچ گئے دشمن دین سے مخاطب کرتے ہوئے کہا
709,کیوں کے اندر میں ہوگا سنی نے پلاسٹک سرجری کے ذریعے اپنا حلیہ تبدیل کیا ہے آنٹی نے کمرے کے سامنے سے گزر جائے گی تو کوئی اسے پہچان نہیں سکے گا اگر میرے گھر
710,کہ وقت آپ کا کوئی آدمی کسی وجہ سے کیمرے کو ہینڈل کرنے نہ پہنچ سکا تو باتیں کر سکتی ہے ساری پلاننگ خاک میں مل جائے گی لہذا میں آپ سے رابطہ قائم کرتی رہوں گی
711,وہ کیمرے کے پاس رکھنے کی ہر ممکن کوشش کروں گا میں تو قربانی کے بارے میں سے گزر سکیں گی میں نے اس سے کہا تم اس پہلو سے بھی مطمئن ہو گئی ہو
712,آپ ایئرپورٹ پہنچنے لگے تو مجھے اطلاع دینا میں بھی وہاں موجود ہوگا وہاں جواز لوگ ہوں گے ہم دونوں مل کر ہی کریں گے
713,جاتے جاتے گزر گئی تھی یہ دوسری رات تھی کہ میں سو نہیں سکا تھا اس دوران میں صرف آدھے گھنٹے کے لئے ایک کھلی تھی ورنہ دو رات اور دو دن جاتے ہوئے
714,گزر گئے تھے ہم نے سوچا الحبیبی سجاد مرجان اور باقی 14 خیریت معلوم کر کے سو جاؤ پھر نیند پوری کرنے کے بعد ان کے ذہنی رابطہ قائم کروں گا
715,دوسری طرف سے لاثانی کی آواز سنائی تھی وزیر اعظم کی حیثیت سے بول رہی تھی کی اگر مجھے معلوم ہوا کہ پچھلی رات آپ پر حملے ہوئے تھے
716,میں آپ کی خیریت معلوم کرنے کے لیے ٹیلی فون کیا ہے اب آواز سن کر یقین سے کہہ سکتی ہوں کہ آپ خیر خیریت ہے
717,سراغرسانی میرا شوق اور یہی میرا معاوضہ آپ چاہیں تو جب بھی مناسب خیال کرے صرف اخراجات دے سکتی ہیں میں نے سنا ہے کہ آپ
718,ثبات آواز دے چکی ہے کہ آخر میں اتنی دیر تک باتوں میں کیا کر رہی ہو ٹھیک دس منٹ کے بعد ہوٹل سے نکلوں گی مجھ سے رابطہ قائم کرتی رہنا سے باہر آگیا
719,مساح سک مجھے یاد ہے پچھلی شام میں نے کہا تھا کہ اگر میری زندگی کی یہ بیانات گزر جائے اور میں زندہ رہ جاؤں گا
720,اس سے آپ کی دوستی قبول کرلوں گا میں اپنے وعدے پر قائم ہوں ابھی تو نیند پوری کرنے جا رہا ہوں تم دوپہر کو کسی وقت رابطہ قائم کرو پھر ہماری ملاقات ہوگی
721,ایک نے اپنا نام لاثانی بتایا تھا دوسری گر گئی تھی نہ کچھ بولتی تھی نہ اپنا چہرہ دکھا دی تھی شاید مجاہدہ تھی
722,پٹیاں کسی طرح اپنی جان بچا لی نہیں ہے میرے ستارے کہتے ہیں کہ میں بچ گیا تو میرے دشمن میرے ہاتھوں سے نہیں بچیں گے
723,فاطمہ رانی سے پوچھا تم اچھا کیا کر رہی تھی اس بات کو اپنی پلاننگ کے متعلق بتانے لگی تمام باتیں سننے کے بعد اس نے پوچھا
724,آخر اس لڑکی کی حیثیت کیا ہے وہ بھی روتا گئی ہے وہ اس کی موت اسے کھینچ لائی ہے میں اسے چٹکیوں میں مسلم کا کسی کو
725,ابھی نہیں چلے گا کہ لاثانی یہ عشق پھیلانے آئی تھی میں نے خود بنائی ہوں مجھے پتہ چلا ہے کہ وہ باہر آ گئی ہے لیکن یہ
726,متجسس ہوکر پوچھا ہاں اب بتاؤ کیا بات ہے میں کسی کو نہیں بتاؤں گی رات میں کسی طرح بچ گیا اور سندھ
727,بھائی کیا تو آج کے بعد فرہاد علی تیمور سے ٹکراؤں گا جس میں نو ستارے کا سایہ مجھ پر تھا اب وہ رہتا ہے جب تک وہ اس کے سر پر رہے گا تب تک میرے
728,کفر اور سے ٹکرائے گا تو وہ یقیناً بتائے گا چاہے عزت دے جاتے وقت اس کے نام چھوڑا تھا اس سے بھی یہ ثابت ہوتا تھا کہ رہا
729,پیغام ہے میں نے پوچھا کیا تم نے اس وقت یہ ہے وہ چونک کر بولی تمہاری ہے
730,چونگی میرا مشورہ ہے کہ تم رات میں زیادہ دلچسپی نہ لو تم لاثانی کا سر کچلنا ہو تو میں تمہیں اس کا موقع ہو گا یوں سمجھو کہ تمہارے ذریعے میں فرق
731,اٹھ کر کے اسے عبرتناک انجام تک پہنچا ہوگا اور بے ضرر ہے تم نے لاثانی تک پہنچ کر اس کا قصّہ پاک روکی ہم دونوں ایک دوسرے کے تعاون سے اتنا بڑا کرنا
732,وہ اپنی پیشنگوئی کے مطابق یہ ثابت کرسکتا ہے کہ ماہر نجومی ہے مستقبل کے حالات معلوم کرکے اپنے اوپر آنے والی بلا کو ٹال سکتا ہے تو میں بھی ثابت کر دوں گی
733,ستاروں کی چال کو بدلا جا سکتا ہے وہ اپنی جگہ سے اٹھ کر کہنے لگی اسے مجھ پر غصہ آ رہا تھا کہ میں اس سے رابطہ نہیں کر رہا تھا حالانکہ میرا ڈی
734,میں کے عزائم کیا ہے اس کے سرداروں کے چاند اس کے خلاف ہے اسے ہوشیار رہنا چاہئے میں اسے کس طرح خبردار رہنے کے لیے کہوں وہ بہت بے چین تھی
735,میرے لیے پریشان تھی اپنے طور پر میری حفاظت کرنے کے منصوبے بنا رہی تھی لیکن میرے تعاون کے بغیر بہت سی باتیں ممکن نہیں تھی اس لیے اس پر جو رکھتے تھے
736,دھرنا نہیں جانتی تھی یہ اس کی زندگی کی پہلی سردار تھی جو کہ پہلی اور سچی تھی
737,عمر ہوتی کیا ہے پانی کے بلبلے سے بھی کم ہونٹوں سے نکلی اور فضا میں تحلیل ہو گئی مختصر سی کم عمر آ گیا
738,میں دونوں کی طرف سے مطمئن ہو کر وہاں سے چلا آیا تھا فاؤنڈر کو میں بالکل بھول گیا تھا میں نے جمعہ کو مشورہ دیا تھا کہ زید نے اپنے آدمیوں کے ساتھ ہیلی کاپٹر میں جائے
739,مرجان نا بالغ کو وہاں سے نکال لائے گی میں نے کہا تھا پر آپ کس گاؤں کے چکر میں پڑ گئے ہیں پہلے میں آپ کو اگر بیوی کو سنجاق کہتے ہیں
740,خاتون کی تو مجھ پر اور کس طرح سے کر سکتی ہو کیا تم جانتی ہو کہ حضور کے پاس ٹیلی پیتھی کی صلاحیتیں ہیں یا جانتی ہوں یہ بھی کہنا ہے کہ وہ سن رہا ہے
741,میں بے پناہ مصروفیات کے باعث اکثر باتیں بھول جایا کرتا ہوں میرے بولنے سے کیا ہوتا ہے دشمن نہیں بولتے وہ اپنے وقت پر اپنا کام
742,کار گزرتے ہیں جرم اور وہاں پہنچ گیا تھا میں چار بجے سجاد کے دماغ سے گیا تھا جہاں بھی ہو وہیں سے دو چار بچوں کے بیڈ روم میں پہنچ گیا اب وہ سخت ہے
743,عصبی نظام سے دیکھنے لگا وہ اجنبی تو وہ تھا جو کہ سجاد بحیثیت فرہاد علی تیمور اسے نہیں جانتا تھا جن میں سے کوئی دماغی طور پر رابطہ قائم کرتا ہے
744,تھا جن میں نے کہا آپ نے مجھے پہچانا نہیں ہے میں آج بھی بھٹو ہوں اس نے حیرانی سے پوچھا کون جرمن وہ مسکراتے ہو
745,یا تو اس کے پاس نہیں رہی تم نے غلط سنا ہے وہ خیر خوانی کر سکتی ہے لیکن اس نے اپنے آپ کو بہت زیادہ مصروف کر رکھا ہے اتنی فرصت نہیں مل رہی ہے
746,پنجابی سکو گے یہ کیا فرما رہے ہیں پلیز میرے دماغ میں جا کر دیکھیے آپ کو معلوم ہو جائے گا کہ مجھ میں فاؤنڈیشن ہو تم میرے ان دنوں میں اسے
747,یہ میرے خلاف احمقانہ چالیں چلتے ہیں اور سمجھتے ہیں کہ میں ان کے فریب میں آ جاؤں گا اگر تم مجھے اچھی طرح پہچانتے ہو تو کیا یہ نہیں جانتے یہ میری
748,انسان کی لڑائی لڑ رہے ہیں شاید مر جانا و برباد کو وہاں سے یہاں بھی آئے ہوں گے وہ کہہ رہا تھا اور سجا تہرانی سے منقول ہے اس کی باتیں سن رہا تھا اس کے ساتھ والا کمرہ
749,اعلی بیوی کا بیڈ روم تھا دونوں کمرے میں آمدورفت کے لئے ایک درمیانی دروازہ تھا اور ابھی بھی اس دروازے سے لگی جنیف اور سجاد کی باتیں سن رہی تھی اور
750,اگر وہ تسلیم کرے گی کہ وہ اپنے خانی نہیں کی ہے تو سوال یہ پیدا ہوگا کہ جن میں سے کس نے دماغی رابطہ قائم کیا تھا تب یہ کہنا پڑا
751,امریکہ کے دماغ خراب قائم کرنے والا فرد نہیں تھا بلکہ رسول کی تھی اگر خانی کا تعلق رسول سے ظاہر کیا جائے تو پانی میں پھنسی ہوئی ہے
752,افراد اور ان کے علاوہ کوئی تیسرا شخص بھی ہے جو ٹیلی جانتا ہے اور اپنی اصلیت چھپا کر خود کو فنا کی حیثیت سے پیش کر رہا ہے
753,داتا علی بیوی کے دل کو لگی اس کے دماغ میں سمجھایا تنظیم بالوں کے احکام اور دوسرے تمام دشمنوں کو اس مقام پر پہنچایا جائے کہ کوئی تیسرا
754,ہوتی ہیں بار اس کے دماغ نے کہا اگر وہ ابھی جمعہ کے پاس جائے گی اور گفتگو کے دوران یہ ثابت ہوا کہ نہ تو براہ مہربانی کر رہا ہے اور رسول
755,کوئی تیسرا شخص ایسا کر رہا ہے تجھ میں کہے گا اور احتساب میرے سامنے اس کے ساتھ جانے کا مطلب یہ ہوا کہ
756,بلیک شیمپو کے خاص دنوں سے آئی فون نمبر بتائے تھے تاکہ ضرورت کے وقت ان سے رابطہ قائم کر سکے رابطہ قائم ہوگیا
757,میں ابھی بول رہی ہوں دوسری طرف سے ایک خاص ماتحت کی آواز سنائی تھی ان میں آپ کا خادم ہوں فرمائے تم لوگوں نے اس بندے کے اطراف کے
758,مرنے کے بعد یہ ہرگز نہیں کہیں گے کہ میں نے ابھی اطلاع دی تھی آپ مطمئن رہیں ختم ہوگیا سے قدموں کی چاپ سنائی دے رہی تھی
759,سجاد فوجی فاؤنڈیشن رائے سجاد نے علی بیوی کو دیکھتے ہیں آگے بڑھ کر کہا میں تمہارے پیروں میں گیا تھا تم یہاں کیا کر رہی ہو صبح ہونے والے
760,کر رہے ہو وہ بولا آپ مجھے نہیں جانتی میں تنظیم والے ملک میں آپ کو دیکھ چکا ہوں میں تنظیم
761,ملک سیکرٹ سروس سے تعلق رکھتا ہوں آپ لوگوں کی حالت جاننے آیا ہوں سجاد نے کہا یہ میرے متعلق کچھ عجیب باتیں کر رہے ہیں فرما رہے تھے
762,جب میں بارش کے لئے اتنی قربانیاں دے سکتی ہوں اور آپ سے بات ہو سکتی ہو تو کیا کر سکتی ہو
763,تھے جو کہ آپ ان کے دوست ہیں اس لیے تنظیم والوں کی بھی دوست ہیں اگر تم ان سے تعلق رکھتے ہوں وہ میں نے جانا ہو تو ہم تمہارے ساتھ ہیں اور چلے
764,گے اگر فری دینے آئے ہو تو ہم فریب کا جواب پتھر سے دینا چاہتے ہیں
765,کیا کھانے کے قابل نہیں ہیں تو ایک ہی بات سمجھ میں آتی ہے اور وہ یہ کہ محمد عامر صولتیہ ہمیں بے وقوف بنا کر گئی ہے کہ نہیں اگر
766,ان کی غلطی تو یقینا ہم سے رابطہ قائم کردی دوست بن کر نہ کرتی تو دشمن بن کر دی گئی ہے وہ شیروانی کے ذریعہ ضرور
767,معاملات میں شریک کریں گے لیکن یہ تو آزما لیں کہ کسی آزمائشی مرحلے سے گزرنے کے دوران کوئی دشمن پر تشدد کرے اور تم پر ظلم و ستم کے
768,الحبیبی نے کہا یہ بڑی حیرت انگیز بات ہے مسٹر جب میں فری ہوا تو تمہارے سامنے موجود ہیں تو نے دیکھ لیا یہ خیال خوانی کے قابل نہیں رہے
769,دوسری رسم آتی ہے رشوت کے متعلق مجھے یقین ہے کہ اس کی ٹیلی پیتھی کی صلاحیت بہتر نہیں ہوسکی ہے اس سے ظاہر ہوتا ہے کہ کوئی تیسرا شخص ہے
770,وہ سب چونک کر ادھر ادھر دیکھنے لگے بولنے والا نظر نہیں آرہا تھا ظاہر تھا کہ یہ فیک ہے اور آواز آرہی ہے آج اگر جرم ہوگا
771,فرنیچر لگائی دیکھ لیتے تو اس کے پاس پہنچا فیروزپور روڈ کی طرف دوڑا چلا گیا اس کے قدموں کی آواز سنائی دے رہی تھی نہ کوئی برگ ہلا تھا
772,لیکن تنظیمی والی حکومت جمہوری فاؤنڈر ناز کرتی تھی اس کے متعلق مشہور تھا کہ وہ جس مقام پر روانہ ہوتا ہے وہ اسے ناکام نہیں آتا اس وقت
773,ناکام چلا گیا تھا اور ابھی بھی اور رات کو ساتھ نہیں لے جا سکتا تھا لیکن وہ مصلحت پسند تھا جب آپ نے دیکھا ہوگا کہ جتنا خود کو بچا کر نکلنا تو ہے
774,چیف آفس رابطہ قائم کرنے لگا اگر میں اس وقت دماغی طور پر موجود ہوتا تو اسے بھگا دیتا تھا ابھی بھی پلان کے مطابق یہی تاثر دیتا کہ میں
775,بات نہیں کوئی تیسرا شخص ہو کون ہو یہاں بھی نہیں بتاؤں گا پہلے اپنے قدم مختلف انداز میں جمعرات کی طرح میری
776,میں نے اپنے اعلیٰ حکام کو اطلاع دے دی ہے اور سمندر بھی اپنی جگہ موجود ہیں وہ سب تمہاری پوسٹ سن رہے ہیں تم برادری تیمور سے کس طرح ملے
777,اور کیا بات ہوئی تفصیل سے بتاؤ جن میں فولڈر تفصیل سے بتانے لگا کہ کس طرح بزرگوں کے میں داخل ہوا تھا وہاں ابھی افراد سے ملاقات ہوئی تو انکشاف
778,تو اسے دشمن بن کر ان سے رابطہ قائم کر دی اور اسے چینج کر چکی ہو سکتا ہے وہ چراغوں سے بھی اپنی بیٹی کو لازمی کرنا چاہتی ہوں شاید نے
779,نکلنے کے بعد خود کو دنیا والوں پر ظاہر کرنا چاہتی ہوں جناب ایک بات سمجھ میں نہیں آئی آپ بھی اس سے پہلے رسول تھی ہماری
780,کل کیا حالات بتاتے ہیں جن دنوں سونے آنگن میں کیے اور چیلنج کرتے ہوئے ہمارے اہم ترین افراد کو قتل کر دی گئی اسی دوران میں شاید اس نے سوچا
781,کیسے رابطہ قائم کیا ہو اور اس سے پہلی بارش کے متعلق بتایا ہو گیا کہ سب جانتے ہیں کہ وہ سونیا کی
782,قصیدہ کیا ہے اس کے پیش نظر اب وہ ہمارا وفادار نہیں رہ سکتی ہے یہ ہمارا مسئلہ ہے
783,ہم رسوا کیسے نمٹیں گے تمہارا کام کسی طرح افراد اور اعلی بیوی کو یہاں لانا ہے میرے آدمی جزیرہ ایسے مر جانا اور بعد میں آنے والے ہیں
784,کچھ واقفیت ہے اس کے پیش نظر کہ سکتی ہوں کے درندوں سے لڑنے دشمنوں کو سبق سکھانے جوابی کاروائیاں کرنے اور جان پر کھیلے جانے کی پوری صلاحیت رکھتی ہو
785,کرنے کے متعلق جانے کیا کچھ کر رہا ہوں گے انہوں نے باقی سرکار کو بھی اس کی روانی کے متعلق پتہ کیا ہو گا یہ سوچ کر میں فورا ندی کے پاس پہنچ گیا
786,پھر اس کے ذریعہ عزت علی کے دماغ میں پہنچ کر اسے تازہ صورت حال سے آگاہ کیا اس نے تمام باتیں سننے کے بعد کہا یقینا بدن غم چلے گئے ہوں گے
787,کیا آپ کو ان شاءاللہ ہر حال میں بچوں کے ساتھ خیریت کے کو پہنچا ہوگا آپ لوگوں کے لئے دوسرے تیاری میں سی تیری زلفیں ہیں وہاں سے ایک گھنٹے بعد آپ پیرس کے لیے
788,زمانہ ہو جائیں گے جب تک مصروف نہیں ہوں گے میرے آدمی ہر لمحہ مستعد رہیں گے آپ کی نگرانی کرتے رہیں گے کسی دشمن کا سایہ بھی نہیں پڑھا
789,اور غیرمعمولی حاصل ہوئی ہے لیکن ذہانت کے اس طرح کی ہے یہ میں دیکھنا چاہتی ہوں میں اپنے تمام منصوبے تمہیں بتا دیے ہیں اس میں
790,میں ضرورت کے وقت میں آ کر چکا ہوں کی میں اپنے دماغ کو ہدایت دے کر سو گیا کیونکہ میں نے سگریٹ پینا چھوڑ دیا تھا اور کوئی نشہ بھی نہیں کرتا تھا
791,اس لئے میری سانسیں خوابوں میں رہتی تھی اور اس وقت کیدھر کو فورا دماغ محسوس کر دیتا تھا اور اس وقت بھی مجھے جگہ نہیں آئی تھی اس تکلیف کو محسوس کرتے ہیں میں بیدار ہو
792,اپنے بچوں کے لئے اللہ سے دعا مانگ رہی ہوں کہ وہ خیریت ہیں انہیں کوئی نقصان نہ پہنچے وہ افیون کے نشے میں چور ہوں گے وہ آرام سے
793,کوڑے فکر نہ کرو سب ٹھیک ہو جائے گا اپنے چہرے پر بھی گھبراہٹ نہ آنے دو تم ایک اجنبی عورت کے میک اپ نے ہوں دشمن تو بہت
794,وہ کل کی فلائٹ سے آئے گی یہ اچھا ہوا تم دونوں ایک ایسے جاتی تو دشمن اور زیادہ ذبح کرتے ہیں دونوں کی زبان سے کوئی غیرقانونی چیز برآمد ہوئی
795,کتیا نہ ہوتی لیکن اور سختی سے چیک کرتے ہیں اور کسی نہ کسی کام میں دونوں کو یہی رکنے پر مجبور کر دیتے ہیں یہی سوچ کر میں نے اس بندے کو مشورہ دیا
796,کیا تم عزت علی کی پلاننگ سے پوری طرح مطمئن ہوں اس دور میں تم سے بات کرنے کا موقع ہی نہیں ملا جس نے مجھے اس قابل نہیں بتائی تھی سچ پوچھو تو بالکل
797,یہی پلاننگ میری تھی دونوں بچوں کو الگ الگ سوٹ کیسوں میں کیسے لگا کے ساتھ بند کر کے استعمال کرنا چاہتی تھی اس لیے میں نے ڈالر لے کر
798,الحرم اور اسے اچھی خاصی رقم وصول کرتے رہتے ہیں اس لیے انہوں نے کہہ دیا تھا کہ بھارتی انٹیلی جنس والے مداخلت نہ کریں تو وہ ہمارا کوئی بھی مالی ہاسے
799,دے دیں گے مگر جب حضرت علی نے یہ ذمہ داری لے لی ہے تو ہمارے سر سے یہ پوچھ کر گیا ہے میں پوری طرح مطمئن ہوں کہ مرے دونوں بچے بخیریت پہنچ گیا
800,یہی ہے جبر سنتی اسپتال میں جائے گی تو اس سے آگے عورت ہو گی جو نیلی ساڑھی اور نئی لازمی ہوگی
801,ویلے نکمے اس عملی کی عورت ہے اس کے نیچے جو میک اپ ہے وہ صورتیں کا گورا گورا مکھڑا ہے جب وہ کیمرے کے سامنے جائے گی تم کو چاہوں گا
802,مہندی میک اپ کیمرے کے سامنے سے گزرنا چاہتی تھی لیکن ناکام ہو رہی ہے وہ ریکارڈ اس طرح پورے یقین کے ساتھ کسی اور کو پکڑ کر لے جائیں گے اور اس کے
803,بیچ کر بھی اس وقت جب ایک ہی میں کا کیمرے کے سامنے پہنچے گی پر موجود افراد کو صاف کریں گے پھر جائے گی
804,تاکہ دشمنوں کو یقین ہو جائے کہ جس عورت کو گرفتار کیا گیا ہے وہ حیرت بنتی ہے
805,کمال ہوگیا سونیا تم نے زندگی کی پرانی کو اتنا اور مستحکم کر دیا
806,اور بچے کے ساتھ ساتھ ان کو اغوا کرنا انہیں دشمنوں کی نظروں سے بچا کر لے جانا بہت مشکل کام ہوگا اگر عورت تنہا ہے بچے کسی اور کے پاس نہیں
807,تو وہ ایئرپورٹ کے احاطے میں داخل ہوئی تھی میں نے کہا میں حضرت علی کے پاس جا رہا ہوں تم اطمینان سے آؤ ذرا بھی چہرے سے گھبراہٹ ظاہر نہ کرنا
808,دنیا میں تمہیں پتہ کیا ہوگا کہ تمہارے سامنے قطار میں اور ادائیگی جو نیلے رنگ کی ساڑھی اور نیلے رنگ کا لباس پہنے ہوئے ہوگی ہاں مجھے معلوم ہے
809,بھارتی ہونے والی انٹیلی جنس کے دو بڑے افسر بیٹھ کے شراب پی رہے ہیں اور اسکرین پر ان عورتوں کو دیکھ رہے ہیں جو باہر ہمیں کا کیمرے کے سامنے سے گزرتی جارہی ہیں
810,29 کتاب میں پہنچی تو اس سے آگے ایک نیلی ساڑھی والی عورت آ کر کھڑی ہو گئی اور دونوں سے پہلے چار مسافر اور تھی وہ باری باری کے سامنے جاتی تھی
811,آواز نہیں ہوگی ذرا وضاحت سے بیان کرو جماعت نے کہا تمہاری فلینگ سے ظاہر ہوتا ہے یہاں تمہارے لئے بہت بڑے مسائل ہیں لہذا آپ نے
812,ان دو افراد کے دماغ میں پہنچے جو کمرے میں بیٹھے ٹی وی سیل کو دیکھ رہے تھے جیسے حیرتی کا چہرہ نظر آیا انہوں نے علم کا بٹن دبایا
813,اس خطرے کا سائرن بجنے لگا تمام مسلم فوجی چاروں طرف سے اتنی ساری والی کو گھیر کر کھڑے ہوگئے اور سو گئی تھی کھڑے ہو
